1,GOP8,46,2,16,64,8,2
1,GOP4,46,1,64,64,8,1500
2,GOP2,16000000,2,32,64,8,0
2,GOP4,16000000,2,64,64,8,0
3,GOP8,2000001,2,32,64,8,2
3,GOP8,2000000,1,64,64,8,4
3,GOP2,32,2,32,64,8,1500
3,LDGOP4,4000001,2,16,64,8,2
4,GOP8,32,1,16,64,8,0
4,GOP8,32,1,64,64,8,1500
4,GOP4,500000,1,32,64,8,1500
4,GOP8,500000,2,16,64,8,2
5,GOP2,8000001,1,8,64,8,4
5,GOP2,8000000,1,16,64,8,1500
6,GOP4,1000001,1,16,64,8,4
6,LDGOP4,1000000,2,32,64,8,2
6,GOP4,1000000,1,64,64,8,0
6,GOP8,1000001,1,16,64,8,4
6,GOP2,1000000,1,16,64,8,2
6,LDGOP4,26,2,64,64,8,1500
7,GOP4,500000,1,32,64,8,0
7,GOP2,500000,2,64,64,8,2
7,GOP4,32,1,64,64,8,0
7,GOP4,32,2,32,64,8,4
7,GOP4,38,2,32,64,8,2
7,GOP4,1000000,2,32,64,8,2
8,GOP2,4000000,2,8,64,8,1500
8,GOP2,4000000,2,16,64,8,1500
9,GOP4,8000001,1,16,64,8,2
9,GOP8,8000000,2,64,64,8,0
10,LDGOP4,2000001,2,8,64,8,4
10,GOP8,2000000,1,8,64,8,1500
11,GOP2,1000000,2,8,64,8,4
11,LDGOP4,1000001,1,16,64,8,4
11,GOP2,38,2,8,64,8,1500
11,GOP2,2000001,2,8,64,8,0
12,GOP2,16000000,1,8,64,8,1500
12,GOP2,16000000,1,8,64,8,4
13,GOP2,32,1,8,64,8,1500
13,GOP4,500000,1,16,64,8,2
13,LDGOP4,32,2,16,64,8,0
13,LDGOP4,32,1,8,64,8,4
13,GOP2,1000001,1,8,64,8,0
13,GOP4,1000000,2,8,64,8,2
14,GOP4,4000000,2,32,64,8,1500
14,GOP8,4000000,2,64,64,8,2
15,GOP4,26,1,8,64,8,1500
15,GOP4,1000000,2,64,64,8,4
15,GOP2,32,1,64,64,8,4
15,GOP2,32,2,8,64,8,1500
15,LDGOP4,26,1,16,64,8,1500
15,GOP4,26,1,16,64,8,4
16,LDGOP4,500001,1,8,64,8,0
16,GOP4,500000,2,16,64,8,4
16,LDGOP4,500000,1,8,64,8,4
16,LDGOP4,32,1,8,64,8,4
17,GOP4,38,1,8,64,8,2
17,GOP4,38,1,64,64,8,0
17,LDGOP4,500001,2,16,64,8,4
17,GOP4,500001,2,16,64,8,0
